  27.20681  27.36087  36.21899  36.35472  40.14744  53.68557  72.36870  72.38602  72.38602  74.45634  77.60909  78.23002  78.34829  78.65318  78.69524  78.91280  79.20582  79.47771  79.98691  80.00264  80.00264  89.66640  90.31524  92.27913  94.13197  97.16258  97.56062  97.69736  97.93568  98.30663  98.81187  98.89684  99.72179 102.10702 112.40378 112.73888 113.09185 116.38615 116.83615 119.59480 119.62212 119.62212 124.72333 126.68268 126.75508 132.18695 132.21149 132.21149 132.90099 133.63335 133.75902 135.04506 138.73914 139.11389 143.17737 143.30968 143.72745 145.08725 152.92099 156.07112 156.87701 162.22769 162.44795 163.02383 175.83080 176.43324 186.28186 186.71123 194.27084 194.38434 194.65500 195.69580 207.65179 208.80785 216.85320 216.87608 217.08592 220.75505 220.77538 225.87332 225.91568 231.81693 235.66927 235.68983 245.81741 246.57959 246.67879 249.02383 249.10939 249.41968 249.69443 249.90054 253.47580 253.54352 260.69525 271.19180 273.38763 273.51654 273.56885 274.49063 274.65900 274.94330 275.02512 275.21786 275.35132 275.54398 278.45901 282.43439 283.08389 283.38821 283.40173 283.40173 285.77399 288.19989 288.20831 288.21292 288.21292 288.36475 288.62939 288.92831 289.73624 290.06964 290.24323 290.31842 294.97134 297.59702 300.27631 302.45563 304.46585 304.90216 317.15247 317.36218 318.10187 347.44391 348.32715 358.16974 358.19452 359.95184 360.17697 370.93185 371.25937 376.25076 385.77911 385.82776 386.11853 386.36649 389.57623 389.62741 389.89688 390.11505 390.15350 390.52512 402.00159 405.48355 406.92249 406.97253 407.63062 425.25616 430.25226 430.36639 437.10574 439.21451 446.65631 446.79886 446.95569 449.13821 449.21826 449.67676 449.84622 450.16293 455.03333 460.98877 462.91547 462.93756 462.93756 464.04874 464.36530 465.57007 467.32971 470.76654 470.78787 470.78787 471.43500 473.40643 473.79092 473.93372 474.19696 474.19760 484.13422 488.89777 490.96381 496.68350 
  27.16712  27.31956  36.25843  36.39233  40.08491  53.74741  72.36846  72.38578  72.38578  74.45609  77.54604  78.22738  78.27817  78.65083  78.75463  78.90998  79.20335  79.54404  79.98717  80.00290  80.00290  89.66558  90.31631  92.27839  94.13113  97.16185  97.55991  97.70155  97.94074  98.30579  98.81106  98.90162  99.72823 102.10683 112.40482 112.73990 113.09180 116.38773 116.83767 119.59478 119.62209 119.62209 124.71755 126.68272 126.75508 132.18695 132.21149 132.21149 132.89529 133.50702 133.75354 135.04512 138.86375 139.10785 143.17633 143.30968 143.72644 145.08722 152.92374 156.07584 156.88162 162.23547 162.44693 163.02281 175.83116 176.43359 186.28311 186.71249 194.26024 194.37968 194.65041 195.69383 207.60757 208.81580 216.85822 216.91862 217.09088 220.75346 220.77376 225.87303 225.91539 231.82132 235.67039 235.69095 245.81633 246.57565 246.67467 249.02405 249.08160 249.44421 249.69623 249.90251 253.47617 253.54388 260.67847 271.20544 273.38754 273.51654 273.56873 274.49063 274.65887 274.94318 275.02533 275.21811 275.35135 275.54401 278.45898 282.43430 283.08386 283.38821 283.40173 283.40173 285.77399 288.19986 288.20834 288.21292 288.21292 288.36469 288.62933 288.92871 289.73633 290.06961 290.24326 290.31839 294.96765 297.59702 300.27628 302.45728 304.46487 304.90225 317.15247 317.36215 318.10184 347.44434 348.32724 358.16965 358.19440 359.95181 360.17694 370.93188 371.25943 376.25076 385.77917 385.82782 386.11853 386.36649 389.57626 389.62750 389.89691 390.11493 390.15353 390.52515 402.00150 405.48352 406.92245 406.97253 407.63058 425.25616 430.25226 430.36639 437.10571 439.21454 446.65628 446.79886 446.95566 449.13821 449.21826 449.67676 449.84625 450.16293 455.03336 460.98877 462.91547 462.93756 462.93756 464.04874 464.36530 465.57007 467.32971 470.76654 470.78787 470.78787 471.43497 473.40643 473.79092 473.93372 474.19696 474.19760 484.13422 488.89777 490.96381 496.68350 
  27.04996  27.19775  36.37460  36.50324  39.90063  53.92962  72.36774  72.38506  72.38506  74.45536  77.38596  78.10187  78.21947  78.64380  78.90153  78.90372  79.19598  79.70901  79.98795  80.00368  80.00368  89.66312  90.31952  92.27615  94.12862  97.15967  97.55778  97.71410  97.95589  98.30328  98.80864  98.91592  99.74750 102.10625 112.40794 112.74294 113.09165 116.39243 116.84221 119.59470 119.62201 119.62201 124.70024 126.68286 126.75508 132.18695 132.21149 132.21149 132.87823 133.15915 133.73714 135.04532 139.08974 139.20650 143.17323 143.30966 143.72343 145.08716 152.93199 156.09000 156.89546 162.25876 162.44385 163.01976 175.83224 176.43466 186.28688 186.71631 194.22847 194.36577 194.63664 195.68791 207.47725 208.83955 216.87326 217.04387 217.10571 220.74870 220.76894 225.87216 225.91452 231.83450 235.67380 235.69434 245.81305 246.56386 246.66232 249.01454 249.02466 249.50154 249.70160 249.90837 253.47725 253.54498 260.62845 271.24609 273.38718 273.51657 273.56839 274.49063 274.65860 274.94290 275.02606 275.21881 275.35150 275.54416 278.45889 282.43408 283.08386 283.38824 283.40176 283.40176 285.77399 288.19986 288.20844 288.21292 288.21292 288.36453 288.62915 288.92996 289.73657 290.06952 290.24338 290.31830 294.95660 297.59705 300.27625 302.46213 304.46198 304.90256 317.15244 317.36212 318.10172 347.44565 348.32751 358.16934 358.19409 359.95172 360.17682 370.93201 371.25955 376.25076 385.77942 385.82806 386.11853 386.36649 389.57635 389.62781 389.89697 390.11465 390.15363 390.52524 402.00125 405.48346 406.92236 406.97263 407.63052 425.25616 430.25226 430.36639 437.10562 439.21463 446.65625 446.79883 446.95563 449.13821 449.21826 449.67676 449.84625 450.16296 455.03345 460.98877 462.91544 462.93753 462.93753 464.04874 464.36530 465.57001 467.32971 470.76657 470.78787 470.78787 471.43484 473.40640 473.79092 473.93375 474.19696 474.19760 484.13422 488.89783 490.96387 496.68350 
  26.86061  27.00134  36.56161  36.68217  39.60373  54.22309  72.36655  72.38387  72.38387  74.45415  77.17284  77.86925  78.20636  78.63213  78.88749  79.09855  79.18372  79.92272  79.98926  80.00498  80.00498  89.65902  90.32487  92.27244  94.12444  97.15604  97.55424  97.73498  97.98106  98.29911  98.80460  98.93970  99.77956 102.10530 112.41313 112.74800 113.09139 116.40024 116.84975 119.59456 119.62187 119.62187 124.67143 126.68308 126.75509 132.18692 132.21147 132.21147 132.65385 132.84988 133.70988 135.04565 139.05969 139.70328 143.16808 143.30963 143.71843 145.08707 152.94568 156.11348 156.91841 162.29747 162.43874 163.01468 175.83405 176.43645 186.29314 186.72263 194.17584 194.34265 194.61378 195.67810 207.26735 208.87883 216.89824 217.13034 217.24533 220.74080 220.76093 225.87073 225.91309 231.85645 235.67946 235.69994 245.80760 246.54436 246.64188 248.92838 249.02568 249.57149 249.71045 249.91800 253.47906 253.54680 260.54593 271.31296 273.38657 273.51660 273.56778 274.49063 274.65814 274.94244 275.02725 275.22003 275.35172 275.54440 278.45874 282.43372 283.08386 283.38828 283.40179 283.40179 285.77399 288.19980 288.20862 288.21286 288.21286 288.36423 288.62885 288.93201 289.73700 290.06934 290.24359 290.31812 294.93820 297.59708 300.27618 302.47025 304.45715 304.90308 317.15240 317.36209 318.10150 347.44781 348.32797 358.16882 358.19360 359.95154 360.17667 370.93225 371.25980 376.25079 385.77979 385.82846 386.11853 386.36649 389.57651 389.62827 389.89713 390.11417 390.15378 390.52539 402.00079 405.48340 406.92224 406.97275 407.63040 425.25616 430.25226 430.36639 437.10550 439.21478 446.65622 446.79880 446.95560 449.13828 449.21823 449.67673 449.84628 450.16299 455.03357 460.98877 462.91544 462.93750 462.93750 464.04874 464.36530 465.56992 467.32971 470.76657 470.78790 470.78790 471.43463 473.40637 473.79095 473.93381 474.19699 474.19763 484.13422 488.89786 490.96396 496.68350 
  26.60664  26.73870  36.81110  36.92155  39.20707  54.61491  72.36488  72.38221  72.38221  74.45246  76.93181  77.60765  78.18812  78.61589  78.86797  79.16667  79.31399  79.99107  80.00680  80.00680  80.15786  89.65327  90.33234  92.26723  94.11858  97.15099  97.54932  97.76406  98.01614  98.29330  98.79900  98.97283  99.82429 102.10397 112.42036 112.75505 113.09104 116.41113 116.86027 119.59437 119.62168 119.62168 124.63121 126.68339 126.75510 132.04758 132.18690 132.21144 132.21144 132.81038 133.67192 135.04611 139.01787 140.29761 143.16087 143.30960 143.71146 145.08693 152.96475 156.14619 156.95038 162.35141 162.43161 163.00760 175.83656 176.43893 186.30185 186.73145 194.10277 194.31047 194.58195 195.66440 206.98705 208.93324 216.93304 217.16466 217.51382 220.72977 220.74974 225.86873 225.91109 231.88710 235.68733 235.70775 245.80002 246.51729 246.61354 248.83202 249.02710 249.64513 249.72261 249.93126 253.48160 253.54933 260.43216 271.40479 273.38574 273.51666 273.56696 274.49063 274.65747 274.94177 275.02893 275.22171 275.35205 275.54471 278.45853 282.43320 283.08383 283.38834 283.40186 283.40186 285.77399 288.19977 288.20883 288.21283 288.21283 288.36380 288.62845 288.93484 289.73758 290.06912 290.24387 290.31787 294.91257 297.59714 300.27612 302.48148 304.45038 304.90378 317.15237 317.36203 318.10123 347.45084 348.32858 358.16812 358.19290 359.95132 360.17645 370.93256 371.26010 376.25079 385.78033 385.82898 386.11856 386.36646 389.57672 389.62894 389.89731 390.11349 390.15402 390.52563 402.00015 405.48328 406.92206 406.97293 407.63022 425.25616 430.25226 430.36639 437.10529 439.21500 446.65613 446.79874 446.95551 449.13831 449.21823 449.67673 449.84631 450.16302 455.03378 460.98877 462.91537 462.93747 462.93747 464.04874 464.36530 465.56976 467.32971 470.76660 470.78793 470.78793 471.43436 473.40634 473.79099 473.93390 474.19699 474.19763 484.13422 488.89795 490.96411 496.68350 
  26.29659  26.41911  37.11376  37.21283  38.72501  55.09075  72.36275  72.38009  72.38009  74.45031  76.67444  77.32930  78.16486  78.59518  78.84309  79.14493  79.53847  79.99339  80.00911  80.00911  80.40221  89.64588  90.34193  92.26054  94.11106  97.14453  97.54303  97.80122  98.06100  98.28587  98.79182  99.01520  99.88155 102.10227 112.42961 112.76406 113.09058 116.42505 116.87372 119.59412 119.62144 119.62144 124.57967 126.68378 126.75510 131.37767 132.18687 132.21141 132.21141 132.75992 133.62341 135.04671 138.96454 140.95215 143.15167 143.30956 143.70255 145.08676 152.98911 156.18794 156.99120 162.42033 162.42250 162.99855 175.83978 176.44212 186.31300 186.74274 194.00981 194.26939 194.54131 195.64690 206.64651 209.00218 216.97749 217.20848 217.83920 220.71568 220.73546 225.86617 225.90854 231.92642 235.69740 235.71771 245.79030 246.48293 246.57758 248.72893 249.02890 249.71907 249.73790 249.94791 253.48482 253.55257 260.28870 271.51999 273.38467 273.51672 273.56589 274.49063 274.65665 274.94095 275.03107 275.22385 275.35248 275.54514 278.45828 282.43253 283.08380 283.38840 283.40192 283.40192 285.77399 288.19971 288.20914 288.21277 288.21277 288.36328 288.62790 288.93848 289.73834 290.06882 290.24420 290.31757 294.87982 297.59717 300.27603 302.49576 304.44177 304.90466 317.15231 317.36197 318.10086 347.45468 348.32938 358.16724 358.19202 359.95102 360.17615 370.93295 371.26053 376.25079 385.78104 385.82968 386.11856 386.36646 389.57697 389.62979 389.89755 390.11264 390.15430 390.52591 401.99936 405.48315 406.92181 406.97318 407.62997 425.25616 430.25226 430.36639 437.10504 439.21527 446.65607 446.79868 446.95541 449.13837 449.21820 449.67670 449.84634 450.16306 455.03403 460.98877 462.91534 462.93744 462.93744 464.04874 464.36530 465.56958 467.32971 470.76666 470.78796 470.78796 471.43402 473.40625 473.79099 473.93402 474.19702 474.19766 484.13422 488.89804 490.96426 496.68350 
  25.93893  26.05167  37.46051  37.54751  38.17152  55.63662  72.36018  72.37751  72.37751  74.44769  76.40620  77.03986  78.13673  78.57012  78.81300  79.11863  79.76653  79.99621  80.01192  80.01192  80.65008  89.63685  90.35362  92.25237  94.10188  97.13670  97.53539  97.84631  98.11543  98.27686  98.78312  99.06660  99.95116 102.10021 112.44083 112.77499 113.09003 116.44195 116.89005 119.59383 119.62115 119.62115 124.51696 126.68427 126.75512 130.66663 132.18684 132.21138 132.21138 132.69875 133.56459 135.04742 138.90002 141.64436 143.14049 143.30951 143.69170 145.08655 153.01862 156.23851 157.04062 162.41145 162.50397 162.98756 175.84370 176.44598 186.32654 186.75642 193.89769 194.21964 194.49208 195.62566 206.25563 209.08495 217.03134 217.26160 218.21162 220.69859 220.71814 225.86305 225.90544 231.97432 235.70959 235.72980 245.77850 246.44156 246.53430 248.62054 249.03108 249.75606 249.79189 249.96767 253.48875 253.55649 260.11740 271.65674 273.38339 273.51682 273.56461 274.49060 274.65561 274.93991 275.03366 275.22644 275.35297 275.54562 278.45795 282.43173 283.08377 283.38849 283.40201 283.40201 285.77399 288.19962 288.20950 288.21268 288.21268 288.36261 288.62729 288.94290 289.73929 290.06845 290.24466 290.31720 294.84006 297.59726 300.27591 302.51297 304.43127 304.90576 317.15222 317.36188 318.10043 347.45938 348.33035 358.16614 358.19092 359.95065 360.17578 370.93344 371.26102 376.25079 385.78186 385.83051 386.11859 386.36642 389.57730 389.63083 389.89786 390.11160 390.15466 390.52628 401.99835 405.48297 406.92151 406.97348 407.62970 425.25616 430.25226 430.36639 437.10474 439.21561 446.65594 446.79861 446.95532 449.13843 449.21820 449.67670 449.84641 450.16312 455.03433 460.98877 462.91528 462.93738 462.93738 464.04874 464.36530 465.56937 467.32974 470.76672 470.78802 470.78802 471.43356 473.40619 473.79102 473.93414 474.19705 474.19769 484.13422 488.89816 490.96448 496.68350 
  25.54142  25.64453  37.55913  37.84317  37.91786  56.23997  72.35715  72.37450  72.37450  74.44462  76.12992  76.74224  78.10388  78.54086  78.77789  79.08792  79.99537  79.99951  80.01522  80.01522  80.89860  89.62616  90.36740  92.24271  94.09105  97.12753  97.52646  97.89911  98.17921  98.26632  98.77294  99.12685 100.03290 102.09779 112.45396 112.78780 113.08939 116.46176 116.90919 119.59348 119.62080 119.62080 124.44322 126.68483 126.75513 129.92795 132.18680 132.21133 132.21133 132.62712 133.49576 135.04828 138.82469 142.36078 143.12738 143.30945 143.67899 145.08630 153.05315 156.29762 157.09842 162.39851 162.60193 162.97470 175.84828 176.45050 186.34241 186.77248 193.76723 194.16145 194.43452 195.60078 205.82318 209.18074 217.09436 217.32373 218.62228 220.67859 220.69785 225.85941 225.90179 232.03072 235.72386 235.74394 245.76469 246.39351 246.48409 248.50755 249.03363 249.77682 249.86288 249.99026 253.49335 253.56110 259.92026 271.81302 273.38190 273.51694 273.56308 274.49060 274.65442 274.93872 275.03668 275.22949 275.35355 275.54623 278.45758 282.43079 283.08374 283.38858 283.40213 283.40213 285.77402 288.19952 288.20993 288.21259 288.21259 288.36185 288.62653 288.94806 289.74039 290.06802 290.24515 290.31674 294.79346 297.59732 300.27579 302.53299 304.41898 304.90704 317.15213 317.36176 318.09995 347.46487 348.33148 358.16489 358.18964 359.95023 360.17538 370.93399 371.26160 376.25082 385.78284 385.83148 386.11859 386.36642 389.57770 389.63205 389.89819 390.11035 390.15509 390.52667 401.99722 405.48279 406.92117 406.97382 407.62936 425.25616 430.25226 430.36639 437.10437 439.21600 446.65582 446.79852 446.95520 449.13852 449.21817 449.67667 449.84647 450.16318 455.03467 460.98877 462.91522 462.93732 462.93732 464.04877 464.36533 465.56912 467.32974 470.76675 470.78809 470.78809 471.43307 473.40610 473.79105 473.93430 474.19708 474.19772 484.13422 488.89832 490.96472 496.68350 
  25.11075  25.20467  36.89851  38.25478  38.31715  56.89012  72.35371  72.37105  72.37105  74.44112  75.84715  76.43803  78.06654  78.50756  78.73799  79.05299  80.00327  80.01898  80.01898  80.22346  81.14616  89.61382  90.38325  92.23155  94.07857  97.11707  97.51627  97.95938  98.25207  98.25430  98.76132  99.19568 100.12650 102.09502 112.46896 112.80241 113.08865 116.48440 116.93105 119.59308 119.62040 119.62040 124.35865 126.68547 126.75514 129.16992 132.18675 132.21129 132.21129 132.54538 133.41719 135.04924 138.73897 143.09308 143.11237 143.30939 143.66444 145.08601 153.09251 156.36497 157.16428 162.38371 162.71381 162.96002 175.85352 176.45567 186.36053 186.79082 193.61932 194.09515 194.36893 195.57237 205.35667 209.28865 217.16621 217.39459 219.06374 220.65575 220.67470 225.85524 225.89764 232.09550 235.74013 235.76007 245.74889 246.33916 246.42731 248.39032 249.03651 249.79990 249.93178 250.01538 253.49861 253.56638 259.69922 271.98676 273.38016 273.51706 273.56137 274.49060 274.65305 274.93735 275.04016 275.23300 275.35422 275.54691 278.45712 282.42972 283.08371 283.38870 283.40222 283.40222 285.77402 288.19943 288.21042 288.21249 288.21249 288.36099 288.62567 288.95398 289.74170 290.06754 290.24573 290.31625 294.74020 297.59741 300.27560 302.55566 304.40491 304.90851 317.15204 317.36163 318.09937 347.47116 348.33276 358.16342 358.18820 359.94977 360.17490 370.93463 371.26227 376.25082 385.78397 385.83261 386.11862 386.36639 389.57812 389.63342 389.89859 390.10892 390.15555 390.52716 401.99591 405.48257 406.92078 406.97418 407.62897 425.25616 430.25226 430.36639 437.10394 439.21643 446.65567 446.79840 446.95505 449.13861 449.21814 449.67664 449.84653 450.16324 455.03506 460.98877 462.91516 462.93726 462.93726 464.04877 464.36533 465.56885 467.32977 470.76685 470.78815 470.78815 471.43246 473.40598 473.79111 473.93448 474.19711 474.19775 484.13422 488.89847 490.96500 496.68350 
  24.65253  24.73783  36.19846  38.68958  38.73975  57.57825  72.34984  72.36718  72.36718  74.43719  75.55884  76.12818  78.02490  78.47042  78.69352  79.01403  80.00750  80.02320  80.02320  80.44989  81.39183  89.59983  90.40113  92.21893  94.06445  97.10535  97.50485  98.02688  98.24083  98.33370  98.74831  99.27281 100.23168 102.09192 112.48576 112.81879 113.08782 116.50977 116.95557 119.59264 119.61996 119.61996 124.26346 126.68620 126.75517 128.39783 132.18669 132.21124 132.21124 132.45392 133.32927 135.05032 138.64336 143.09552 143.30931 143.64812 143.83595 145.08569 153.13652 156.44022 157.23787 162.36716 162.83914 162.94356 175.85939 176.46146 186.38086 186.81137 193.45493 194.02107 194.29562 195.54054 204.86224 209.40773 217.24657 217.47383 219.52989 220.63017 220.64877 225.85057 225.89299 232.16858 235.75832 235.77811 245.73117 246.27890 246.36438 248.26904 249.03972 249.82500 249.99838 250.04268 253.50450 253.57228 259.45636 272.17593 273.37823 273.51718 273.55942 274.49057 274.65152 274.93582 275.04404 275.23688 275.35498 275.54764 278.45667 282.42850 283.08365 283.38882 283.40237 283.40237 285.77405 288.19931 288.21097 288.21237 288.21237 288.36002 288.62469 288.96057 289.74316 290.06699 290.24637 290.31567 294.68051 297.59753 300.27545 302.58081 304.38913 304.91016 317.15195 317.36151 318.09869 347.47821 348.33423 358.16177 358.18655 359.94922 360.17438 370.93536 371.26303 376.25085 385.78522 385.83386 386.11865 386.36636 389.57861 389.63501 389.89905 390.10733 390.15610 390.52768 401.99442 405.48230 406.92035 406.97461 407.62854 425.25613 430.25226 430.36639 437.10349 439.21692 446.65552 446.79828 446.95486 449.13873 449.21811 449.67661 449.84662 450.16333 455.03552 460.98877 462.91507 462.93716 462.93716 464.04877 464.36536 465.56854 467.32977 470.76691 470.78824 470.78824 471.43182 473.40585 473.79114 473.93469 474.19717 474.19781 484.13422 488.89865 490.96530 496.68350 
